PKOBP,20131113,39.5
KGHM,20131113,114.15
PGNIG,20131113,5.63
JSW,20131113,62.2
TPSA,20131113,9.95
PKOBP,20131114,40.46
KGHM,20131114,115.9
PGNIG,20131114,5.8
JSW,20131114,63
TPSA,20131114,10.13
PKOBP,20131115,41.29
KGHM,20131115,119.5
PGNIG,20131115,5.75
JSW,20131115,63.44
TPSA,20131115,10.6
PKOBP,20131118,42
KGHM,20131118,121.9
PGNIG,20131118,5.97
JSW,20131118,66.25
TPSA,20131118,10.99
PKOBP,20131119,41.5
KGHM,20131119,120.5
PGNIG,20131119,5.92
JSW,20131119,65.67
TPSA,20131119,11.1
PKOBP,20131120,41
KGHM,20131120,121.7
PGNIG,20131120,5.92
JSW,20131120,67.94
TPSA,20131120,10.99
PKOBP,20131121,41.08
KGHM,20131121,120.45
PGNIG,20131121,5.87
JSW,20131121,66.81
TPSA,20131121,10.81
PKOBP,20131122,41.5
KGHM,20131122,121.4
PGNIG,20131122,5.81
JSW,20131122,68.3
TPSA,20131122,10.8
PKOBP,20131125,41.9
KGHM,20131125,122.85
PGNIG,20131125,5.9
JSW,20131125,69
TPSA,20131125,10.79
PKOBP,20131126,41.3
KGHM,20131126,121.9
PGNIG,20131126,5.68
JSW,20131126,68.9
TPSA,20131126,10.54
PKOBP,20131127,41.9
KGHM,20131127,121
PGNIG,20131127,5.57
JSW,20131127,67.97
TPSA,20131127,10.5
PKOBP,20131128,41.5
KGHM,20131128,117
PGNIG,20131128,5.64
JSW,20131128,66.97
TPSA,20131128,10.3
PKOBP,20131129,41.15
KGHM,20131129,118.45
PGNIG,20131129,5.75
JSW,20131129,66.14
TPSA,20131129,10.35
PKOBP,20131202,40.4
KGHM,20131202,116
PGNIG,20131202,5.71
JSW,20131202,64
TPSA,20131202,10.15
PKOBP,20131203,39.8
KGHM,20131203,113.5
PGNIG,20131203,5.75
JSW,20131203,62.29
TPSA,20131203,10.1
PKOBP,20131204,39.43
KGHM,20131204,113.7
PGNIG,20131204,5.72
JSW,20131204,61.51
TPSA,20131204,10.25
PKOBP,20131205,38.97
KGHM,20131205,112
PGNIG,20131205,5.75
JSW,20131205,60.75
TPSA,20131205,10.15
PKOBP,20131206,39.7
KGHM,20131206,112.8
PGNIG,20131206,5.65
JSW,20131206,62.3
TPSA,20131206,10.15
PKOBP,20131209,39.7
KGHM,20131209,115
PGNIG,20131209,5.58
JSW,20131209,62.3
TPSA,20131209,9.51
PKOBP,20131210,39.5
KGHM,20131210,116.8
PGNIG,20131210,5.45
JSW,20131210,61.5
TPSA,20131210,9.79
PKOBP,20131211,40.15
KGHM,20131211,116
PGNIG,20131211,5.34
JSW,20131211,60.2
TPSA,20131211,9.74
PKOBP,20131212,40
KGHM,20131212,113.85
PGNIG,20131212,5.24
JSW,20131212,60.87
TPSA,20131212,9.66
PKOBP,20131213,39.26
KGHM,20131213,114.95
PGNIG,20131213,5.21
JSW,20131213,60.5
TPSA,20131213,9.59
PKOBP,20131216,39.5
KGHM,20131216,114.75
PGNIG,20131216,5.3
JSW,20131216,60.05
TPSA,20131216,9.6
PKOBP,20131217,38.64
KGHM,20131217,114.3
PGNIG,20131217,5.28
JSW,20131217,58.48
TPSA,20131217,9.79
PKOBP,20131218,39.21
KGHM,20131218,115.5
PGNIG,20131218,5.39
JSW,20131218,57.5
TPSA,20131218,9.61
PKOBP,20131219,39.3
KGHM,20131219,115
PGNIG,20131219,5.25
JSW,20131219,55.93
TPSA,20131219,9.7
PKOBP,20131220,40.2
KGHM,20131220,114
PGNIG,20131220,5.29
JSW,20131220,54
TPSA,20131220,9.72
PKOBP,20131223,39.66
KGHM,20131223,114.65
PGNIG,20131223,5.27
JSW,20131223,54.21
TPSA,20131223,9.77
PKOBP,20131227,39.5
KGHM,20131227,116.8
PGNIG,20131227,5.14
JSW,20131227,54.09
TPSA,20131227,9.7
PKOBP,20131230,39.42
KGHM,20131230,118
PGNIG,20131230,5.15
JSW,20131230,53.13
TPSA,20131230,9.8
